cod_dpto;dpto;cod_mpio;mpio;pob;NBI;def_hab_cuanti
05;ANTIOQUIA;05001;MEDELLÍN;2427129;5.23;2.02
05;ANTIOQUIA;05002;ABEJORRAL;20367;13.96;1.41
05;ANTIOQUIA;05004;ABRIAQUÍ;2695;11.63;15.85
05;ANTIOQUIA;05021;ALEJANDRÍA;4657;12.68;4.55
05;ANTIOQUIA;05030;AMAGÁ;30227;9.66;2.16
05;ANTIOQUIA;05031;AMALFI;25962;22.38;26.85
05;ANTIOQUIA;05034;ANDES;43269;12.29;2.36
05;ANTIOQUIA;05036;ANGELÓPOLIS;5756;13.03;3.48
05;ANTIOQUIA;05038;ANGOSTURA;11437;20.52;2.29
05;ANTIOQUIA;05040;ANORÍ;18321;28.00;31.52
05;ANTIOQUIA;05042;SANTAFÉ DE ANTIOQUIA;26164;14.13;4.10
05;ANTIOQUIA;05044;ANZA;7010;16.33;3.74
05;ANTIOQUIA;05045;APARTADÓ;121003;14.67;14.43
05;ANTIOQUIA;05051;ARBOLETES;29295;62.49;63.69
05;ANTIOQUIA;05055;ARGELIA;7689;17.14;10.29
05;ANTIOQUIA;05059;ARMENIA;5139;8.36;2.92
05;ANTIOQUIA;05079;BARBOSA;51969;7.01;1.87
05;ANTIOQUIA;05086;BELMIRA;6000;13.39;3.97
05;ANTIOQUIA;05088;BELLO;522264;5.58;4.17
05;ANTIOQUIA;05091;BETANIA;10323;16.22;4.06
05;ANTIOQUIA;05093;BETULIA;15607;17.18;2.71
05;ANTIOQUIA;05101;CIUDAD BOLÍVAR;26118;11.85;1.88
05;ANTIOQUIA;05107;BRICEÑO;8039;25.66;10.88
05;ANTIOQUIA;05113;BURITICÁ;9354;29.14;4.47
05;ANTIOQUIA;05120;CÁCERES;28996;49.83;47.92
05;ANTIOQUIA;05125;CAICEDO;8297;18.62;1.92
05;ANTIOQUIA;05129;CALDAS;79638;5.47;1.69
05;ANTIOQUIA;05134;CAMPAMENTO;9203;24.64;7.10
05;ANTIOQUIA;05138;CAÑASGORDAS;15523;22.79;4.40
05;ANTIOQUIA;05142;CARACOLÍ;4582;12.14;9.13
05;ANTIOQUIA;05145;CARAMANTA;4743;8.92;1.51
05;ANTIOQUIA;05147;CAREPA;47932;20.98;18.70
05;ANTIOQUIA;05148;EL CARMEN DE VIBORAL;59416;5.85;1.85
05;ANTIOQUIA;05150;CAROLINA;3954;6.23;2.00
05;ANTIOQUIA;05154;CAUCASIA;90213;22.10;19.95
05;ANTIOQUIA;05172;CHIGORODÓ;57375;21.19;14.27
05;ANTIOQUIA;05190;CISNEROS;9775;13.24;4.02
05;ANTIOQUIA;05197;COCORNÁ;15444;14.31;4.35
05;ANTIOQUIA;05206;CONCEPCIÓN;4797;12.48;2.14
05;ANTIOQUIA;05209;CONCORDIA;21377;18.54;1.90
05;ANTIOQUIA;05212;COPACABANA;77884;3.81;1.48
05;ANTIOQUIA;05234;DABEIBA;23044;47.26;30.18
05;ANTIOQUIA;05237;DON MATÍAS;18902;6.10;0.72
05;ANTIOQUIA;05240;EBÉJICO;12158;13.89;1.70
05;ANTIOQUIA;05250;EL BAGRE;51862;35.62;32.49
05;ANTIOQUIA;05264;ENTRERRIOS;11159;7.03;0.93
05;ANTIOQUIA;05266;ENVIGADO;228848;2.07;0.69
05;ANTIOQUIA;05282;FREDONIA;24408;11.13;2.37
05;ANTIOQUIA;05284;FRONTINO;20739;34.10;14.28
05;ANTIOQUIA;05306;GIRALDO;5544;15.36;3.50
05;ANTIOQUIA;05308;GIRARDOTA;51662;5.05;1.28
05;ANTIOQUIA;05310;GÓMEZ PLATA;9753;10.40;2.54
05;ANTIOQUIA;05313;GRANADA;10117;11.04;2.30
05;ANTIOQUIA;05315;GUADALUPE;6560;15.32;3.39
05;ANTIOQUIA;05318;GUARNE;55121;6.21;2.46
05;ANTIOQUIA;05321;GUATAPÉ;8363;4.36;0.77
05;ANTIOQUIA;05347;HELICONIA;5451;12.42;1.80
05;ANTIOQUIA;05353;HISPANIA;5469;12.12;1.17
05;ANTIOQUIA;05360;ITAGUI;276744;3.95;1.83
05;ANTIOQUIA;05361;ITUANGO;27074;35.71;20.42
05;ANTIOQUIA;05364;JARDÍN;14518;9.79;6.87
05;ANTIOQUIA;05368;JERICÓ;13640;9.05;2.13
05;ANTIOQUIA;05376;LA CEJA;64889;4.11;1.81
05;ANTIOQUIA;05380;LA ESTRELLA;71545;3.51;1.30
05;ANTIOQUIA;05390;LA PINTADA;8114;12.85;6.71
05;ANTIOQUIA;05400;LA UNIÓN;21475;6.67;0.90
05;ANTIOQUIA;05411;LIBORINA;10028;13.86;0.97
05;ANTIOQUIA;05425;MACEO;8221;13.18;9.76
05;ANTIOQUIA;05440;MARINILLA;64645;5.09;3.43
05;ANTIOQUIA;05467;MONTEBELLO;6680;15.52;2.39
05;ANTIOQUIA;05475;MURINDÓ;4911;81.73;95.31
05;ANTIOQUIA;05480;MUTATÁ;13991;43.37;48.88
05;ANTIOQUIA;05483;NARIÑO;10153;15.64;4.93
05;ANTIOQUIA;05490;NECOCLÍ;42281;57.63;58.09
05;ANTIOQUIA;05495;NECHÍ;25790;54.34;54.92
05;ANTIOQUIA;05501;OLAYA;3127;12.03;4.38
05;ANTIOQUIA;05541;PEÑOL;21049;6.86;1.13
05;ANTIOQUIA;05543;PEQUE;8097;27.36;5.57
05;ANTIOQUIA;05576;PUEBLORRICO;8664;15.86;2.07
05;ANTIOQUIA;05579;PUERTO BERRÍO;39314;13.77;21.48
05;ANTIOQUIA;05585;PUERTO NARE;14380;13.75;15.47
05;ANTIOQUIA;05591;PUERTO TRIUNFO;18055;13.15;10.27
05;ANTIOQUIA;05604;REMEDIOS;28415;22.20;28.05
05;ANTIOQUIA;05607;RETIRO;23514;4.61;2.81
05;ANTIOQUIA;05615;RIONEGRO;135465;5.20;2.00
05;ANTIOQUIA;05628;SABANALARGA;9032;27.57;2.59
05;ANTIOQUIA;05631;SABANETA;82375;1.59;0.46
05;ANTIOQUIA;05642;SALGAR;18258;16.59;2.52
05;ANTIOQUIA;05647;SAN ANDRÉS DE CUERQUÍA;7235;24.54;6.64
05;ANTIOQUIA;05649;SAN CARLOS;16247;12.07;4.90
05;ANTIOQUIA;05652;SAN FRANCISCO;5648;19.80;16.39
05;ANTIOQUIA;05656;SAN JERÓNIMO;15361;13.29;2.13
05;ANTIOQUIA;05658;SAN JOSÉ DE LA MONTAÑA;3646;10.23;2.07
05;ANTIOQUIA;05659;SAN JUAN DE URABÁ;20093;59.82;59.51
05;ANTIOQUIA;05660;SAN LUIS;12995;12.99;7.90
05;ANTIOQUIA;05664;SAN PEDRO;21949;6.67;1.35
05;ANTIOQUIA;05665;SAN PEDRO DE URABA;30932;66.14;59.83
05;ANTIOQUIA;05667;SAN RAFAEL;15698;11.12;3.13
05;ANTIOQUIA;05670;SAN ROQUE;21519;14.85;5.88
05;ANTIOQUIA;05674;SAN VICENTE;22093;10.97;2.61
05;ANTIOQUIA;05679;SANTA BÁRBARA;26784;9.81;1.29
05;ANTIOQUIA;05686;SANTA ROSA DE OSOS;36318;9.23;1.20
05;ANTIOQUIA;05690;SANTO DOMINGO;12394;11.54;1.93
05;ANTIOQUIA;05697;EL SANTUARIO;35422;6.80;1.45
05;ANTIOQUIA;05736;SEGOVIA;37900;23.15;21.47
05;ANTIOQUIA;05756;SONSON;36321;13.24;8.51
05;ANTIOQUIA;05761;SOPETRÁN;15053;11.31;1.96
05;ANTIOQUIA;05789;TÁMESIS;16281;12.41;2.93
05;ANTIOQUIA;05790;TARAZÁ;26964;32.42;30.17
05;ANTIOQUIA;05792;TARSO;6184;16.24;4.36
05;ANTIOQUIA;05809;TITIRIBÍ;10775;11.22;1.26
05;ANTIOQUIA;05819;TOLEDO;4993;23.91;4.93
05;ANTIOQUIA;05837;TURBO;124552;39.15;38.63
05;ANTIOQUIA;05842;URAMITA;6888;27.10;12.38
05;ANTIOQUIA;05847;URRAO;30127;24.45;18.51
05;ANTIOQUIA;05854;VALDIVIA;13801;26.97;21.74
05;ANTIOQUIA;05856;VALPARAÍSO;6498;8.88;1.85
05;ANTIOQUIA;05858;VEGACHÍ;11810;22.03;15.66
05;ANTIOQUIA;05861;VENECIA;11602;9.63;1.90
05;ANTIOQUIA;05873;VIGÍA DEL FUERTE;9093;78.25;96.09
05;ANTIOQUIA;05885;YALÍ;7608;21.78;16.92
05;ANTIOQUIA;05887;YARUMAL;41542;11.75;3.15
05;ANTIOQUIA;05890;YOLOMBÓ;22538;16.12;7.45
05;ANTIOQUIA;05893;YONDÓ;19040;26.01;37.82
05;ANTIOQUIA;05895;ZARAGOZA;24651;45.77;49.16
08;ATLÁNTICO;08001;BARRANQUILLA;1206319;9.10;5.13
08;ATLÁNTICO;08078;BARANOA;62382;14.28;10.87
08;ATLÁNTICO;08137;CAMPO DE LA CRUZ;22879;34.98;15.07
08;ATLÁNTICO;08141;CANDELARIA;15982;32.96;14.16
08;ATLÁNTICO;08296;GALAPA;60708;13.65;9.72
08;ATLÁNTICO;08372;JUAN DE ACOSTA;20999;17.85;10.68
08;ATLÁNTICO;08421;LURUACO;28175;24.83;10.57
08;ATLÁNTICO;08433;MALAMBO;128203;12.92;6.83
08;ATLÁNTICO;08436;MANATÍ;19808;23.87;17.13
08;ATLÁNTICO;08520;PALMAR DE VARELA;28932;18.16;16.65
08;ATLÁNTICO;08549;PIOJÓ;6608;20.51;13.16
08;ATLÁNTICO;08558;POLONUEVO;18197;13.33;16.78
08;ATLÁNTICO;08560;PONEDERA;23848;23.21;17.68
08;ATLÁNTICO;08573;PUERTO COLOMBIA;49264;9.17;7.31
08;ATLÁNTICO;08606;REPELÓN;26200;29.53;10.53
08;ATLÁNTICO;08634;SABANAGRANDE;32334;16.33;11.27
08;ATLÁNTICO;08638;SABANALARGA;93261;18.14;11.38
08;ATLÁNTICO;08675;SANTA LUCÍA;16023;33.09;20.89
08;ATLÁNTICO;08685;SANTO TOMÁS;29829;14.79;12.09
08;ATLÁNTICO;08758;SOLEDAD;603999;8.03;5.01
08;ATLÁNTICO;08770;SUAN;11940;18.27;16.28
08;ATLÁNTICO;08832;TUBARÁ;17377;16.13;16.43
08;ATLÁNTICO;08849;USIACURÍ;12250;13.60;20.06
11;BOGOTÁ, D.C.;11001;BOGOTÁ, D.C.;7412566;3.47;3.86
13;BOLÍVAR;13001;CARTAGENA;973045;12.49;10.30
13;BOLÍVAR;13006;ACHÍ;24352;55.92;52.60
13;BOLÍVAR;13030;ALTOS DEL ROSARIO;10972;58.45;50.90
13;BOLÍVAR;13042;ARENAL;7365;36.27;28.36
13;BOLÍVAR;13052;ARJONA;69503;26.98;15.20
13;BOLÍVAR;13062;ARROYOHONDO;8254;41.87;17.66
13;BOLÍVAR;13074;BARRANCO DE LOBA;14836;47.01;38.00
13;BOLÍVAR;13140;CALAMAR;22474;40.80;11.17
13;BOLÍVAR;13160;CANTAGALLO;8234;39.35;46.44
13;BOLÍVAR;13188;CICUCO;13442;33.94;20.28
13;BOLÍVAR;13212;CÓRDOBA;15960;29.95;12.69
13;BOLÍVAR;13222;CLEMENCIA;14511;84.94;31.24
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;70131;41.55;20.23
13;BOLÍVAR;13248;EL GUAMO;8647;29.40;15.35
13;BOLÍVAR;13268;EL PEÑÓN;7651;47.87;38.81
13;BOLÍVAR;13300;HATILLO DE LOBA;12317;50.45;34.47
13;BOLÍVAR;13430;MAGANGUÉ;133270;26.45;15.45
13;BOLÍVAR;13433;MAHATES;27692;28.64;15.82
13;BOLÍVAR;13440;MARGARITA;10673;36.70;22.49
13;BOLÍVAR;13442;MARÍA LA BAJA;46112;46.60;24.00
13;BOLÍVAR;13458;MONTECRISTO;16389;63.11;77.10
13;BOLÍVAR;13468;MOMPÓS;44442;29.20;14.31
13;BOLÍVAR;13473;MORALES;22259;58.69;58.35
13;BOLÍVAR;13490;NOROSÍ;9212;66.33;74.47
13;BOLÍVAR;13549;PINILLOS;24218;62.37;53.63
13;BOLÍVAR;13580;REGIDOR;6723;27.01;30.52
13;BOLÍVAR;13600;RÍO VIEJO ;10598;43.53;46.15
13;BOLÍVAR;13620;SAN CRISTÓBAL;8054;25.60;17.63
13;BOLÍVAR;13647;SAN ESTANISLAO;18251;32.86;17.73
13;BOLÍVAR;13650;SAN FERNANDO;12536;40.73;29.40
13;BOLÍVAR;13654;SAN JACINTO;23913;93.44;12.23
13;BOLÍVAR;13655;SAN JACINTO DEL CAUCA;9935;65.05;61.22
13;BOLÍVAR;13657;SAN JUAN NEPOMUCENO;36874;38.39;13.67
13;BOLÍVAR;13667;SAN MARTÍN DE LOBA;14774;45.59;36.55
13;BOLÍVAR;13670;SAN PABLO;27190;39.07;38.58
13;BOLÍVAR;13673;SANTA CATALINA;14563;57.78;15.97
13;BOLÍVAR;13683;SANTA ROSA;20963;70.91;39.76
13;BOLÍVAR;13688;SANTA ROSA DEL SUR;32646;28.06;37.91
13;BOLÍVAR;13744;SIMITÍ;18110;34.59;35.67
13;BOLÍVAR;13760;SOPLAVIENTO;10650;28.29;14.62
13;BOLÍVAR;13780;TALAIGUA NUEVO;13108;26.34;13.85
13;BOLÍVAR;13810;TIQUISIO;18035;60.31;60.78
13;BOLÍVAR;13836;TURBACO;105166;17.19;9.38
13;BOLÍVAR;13838;TURBANÁ;16403;48.57;17.11
13;BOLÍVAR;13873;VILLANUEVA;23777;39.93;41.05
13;BOLÍVAR;13894;ZAMBRANO;11880;41.91;17.13
15;BOYACÁ;15001;TUNJA;172548;3.63;1.46
15;BOYACÁ;15022;ALMEIDA;1910;7.46;5.07
15;BOYACÁ;15047;AQUITANIA;15377;13.00;9.46
15;BOYACÁ;15051;ARCABUCO;5831;8.94;1.21
15;BOYACÁ;15087;BELÉN;7481;7.63;1.87
15;BOYACÁ;15090;BERBEO;1596;15.05;21.22
15;BOYACÁ;15092;BETÉITIVA;1963;11.13;3.74
15;BOYACÁ;15097;BOAVITA;5059;19.75;5.45
15;BOYACÁ;15104;BOYACÁ;5089;11.23;1.77
15;BOYACÁ;15106;BRICEÑO;2198;15.61;42.13
15;BOYACÁ;15109;BUENAVISTA;4409;14.60;11.05
15;BOYACÁ;15114;BUSBANZÁ;1118;10.38;6.23
15;BOYACÁ;15131;CALDAS;3143;15.33;3.69
15;BOYACÁ;15135;CAMPOHERMOSO;3121;20.74;20.18
15;BOYACÁ;15162;CERINZA;3713;8.61;1.07
15;BOYACÁ;15172;CHINAVITA;3209;13.36;4.78
15;BOYACÁ;15176;CHIQUINQUIRÁ;56054;5.28;2.15
15;BOYACÁ;15180;CHISCAS;3994;28.83;4.16
15;BOYACÁ;15183;CHITA;8045;42.73;11.46
15;BOYACÁ;15185;CHITARAQUE;5830;22.92;14.53
15;BOYACÁ;15187;CHIVATÁ;2788;20.55;1.32
15;BOYACÁ;15189;CIÉNEGA;4635;10.00;3.25
15;BOYACÁ;15204;CÓMBITA;12970;10.52;0.79
15;BOYACÁ;15212;COPER;3619;13.85;14.56
15;BOYACÁ;15215;CORRALES;2498;14.60;3.88
15;BOYACÁ;15218;COVARACHÍA;2806;26.83;2.23
15;BOYACÁ;15223;CUBARÁ;10319;61.10;31.65
15;BOYACÁ;15224;CUCAITA;3725;10.96;3.83
15;BOYACÁ;15226;CUÍTIVA;1798;9.58;2.01
15;BOYACÁ;15232;CHÍQUIZA;4684;17.76;1.63
15;BOYACÁ;15236;CHIVOR;2479;16.84;19.36
15;BOYACÁ;15238;DUITAMA;122436;3.38;0.86
15;BOYACÁ;15244;EL COCUY;4215;30.90;6.43
15;BOYACÁ;15248;EL ESPINO;3061;13.13;1.85
15;BOYACÁ;15272;FIRAVITOBA;6662;6.53;1.38
15;BOYACÁ;15276;FLORESTA;3266;15.67;1.98
15;BOYACÁ;15293;GACHANTIVÁ;2789;10.46;1.02
15;BOYACÁ;15296;GAMEZA;4850;14.63;2.14
15;BOYACÁ;15299;GARAGOA;17932;7.31;3.24
15;BOYACÁ;15317;GUACAMAYAS;1865;11.68;3.26
15;BOYACÁ;15322;GUATEQUE;10699;6.78;3.10
15;BOYACÁ;15325;GUAYATÁ;3400;9.94;3.56
15;BOYACÁ;15332;GÜICÁN;4279;29.74;7.35
15;BOYACÁ;15362;IZA;1947;8.54;5.22
15;BOYACÁ;15367;JENESANO;7200;12.11;1.67
15;BOYACÁ;15368;JERICÓ;3929;36.07;6.26
15;BOYACÁ;15377;LABRANZAGRANDE;3526;37.01;28.30
15;BOYACÁ;15380;LA CAPILLA;2689;7.14;2.55
15;BOYACÁ;15401;LA VICTORIA;1118;16.84;24.61
15;BOYACÁ;15403;LA UVITA;2999;13.12;4.40
15;BOYACÁ;15407;VILLA DE LEYVA;16139;8.27;2.66
15;BOYACÁ;15425;MACANAL;4976;7.88;8.38
15;BOYACÁ;15442;MARIPÍ;5741;32.03;40.16
15;BOYACÁ;15455;MIRAFLORES;8847;7.68;10.57
15;BOYACÁ;15464;MONGUA;4636;20.81;10.20
15;BOYACÁ;15466;MONGUÍ;4234;12.07;3.03
15;BOYACÁ;15469;MONIQUIRÁ;22572;9.83;2.55
15;BOYACÁ;15476;MOTAVITA;5569;15.27;2.60
15;BOYACÁ;15480;MUZO;8597;23.06;43.17
15;BOYACÁ;15491;NOBSA;15976;4.03;1.83
15;BOYACÁ;15494;NUEVO COLÓN;5121;15.22;2.00
15;BOYACÁ;15500;OICATÁ;2821;6.61;2.57
15;BOYACÁ;15507;OTANCHE;8018;27.57;66.39
15;BOYACÁ;15511;PACHAVITA;2467;8.62;2.53
15;BOYACÁ;15514;PÁEZ;3283;13.23;20.24
15;BOYACÁ;15516;PAIPA;33535;5.12;1.85
15;BOYACÁ;15518;PAJARITO;2390;11.35;17.02
15;BOYACÁ;15522;PANQUEBA;1717;15.19;4.55
15;BOYACÁ;15531;PAUNA;7185;25.95;45.70
15;BOYACÁ;15533;PAYA;2593;59.34;41.24
15;BOYACÁ;15537;PAZ DE RÍO;4285;7.10;1.39
15;BOYACÁ;15542;PESCA;6852;12.86;3.01
15;BOYACÁ;15550;PISBA;1763;34.01;11.97
15;BOYACÁ;15572;PUERTO BOYACÁ;46736;14.21;17.63
15;BOYACÁ;15580;QUÍPAMA;4889;40.46;57.82
15;BOYACÁ;15599;RAMIRIQUÍ;9887;12.22;1.50
15;BOYACÁ;15600;RÁQUIRA;7877;14.04;2.52
15;BOYACÁ;15621;RONDÓN;2407;7.91;4.07
15;BOYACÁ;15632;SABOYÁ;13588;15.99;5.50
15;BOYACÁ;15638;SÁCHICA;5452;9.02;3.02
15;BOYACÁ;15646;SAMACÁ;18298;9.28;1.67
15;BOYACÁ;15660;SAN EDUARDO;1701;12.07;22.05
15;BOYACÁ;15664;SAN JOSÉ DE PARE;4988;17.71;6.76
15;BOYACÁ;15667;SAN LUIS DE GACENO;5499;15.28;19.01
15;BOYACÁ;15673;SAN MATEO;3332;20.47;2.42
15;BOYACÁ;15676;SAN MIGUEL DE SEMA;3009;8.89;4.94
15;BOYACÁ;15681;SAN PABLO DE BORBUR;6608;22.55;66.99
15;BOYACÁ;15686;SANTANA;7565;15.36;6.53
15;BOYACÁ;15690;SANTA MARÍA;3559;10.83;12.67
15;BOYACÁ;15693;SANTA ROSA DE VITERBO;13066;6.30;1.48
15;BOYACÁ;15696;SANTA SOFÍA;3179;10.05;4.37
15;BOYACÁ;15720;SATIVANORTE;2221;21.16;2.38
15;BOYACÁ;15723;SATIVASUR;1097;7.66;2.34
15;BOYACÁ;15740;SIACHOQUE;6729;19.78;1.65
15;BOYACÁ;15753;SOATÁ;9066;7.59;0.93
15;BOYACÁ;15755;SOCOTÁ;7298;27.31;4.63
15;BOYACÁ;15757;SOCHA;7938;9.02;2.10
15;BOYACÁ;15759;SOGAMOSO;127235;3.59;0.74
15;BOYACÁ;15761;SOMONDOCO;2910;8.93;2.70
15;BOYACÁ;15762;SORA;3019;14.81;4.31
15;BOYACÁ;15763;SOTAQUIRÁ;8162;18.36;3.27
15;BOYACÁ;15764;SORACÁ;5954;11.30;1.53
15;BOYACÁ;15774;SUSACÓN;2717;14.99;2.91
15;BOYACÁ;15776;SUTAMARCHÁN;6092;11.14;0.82
15;BOYACÁ;15778;SUTATENZA;4233;11.75;3.82
15;BOYACÁ;15790;TASCO;5882;10.76;3.78
15;BOYACÁ;15798;TENZA;3851;9.40;4.01
15;BOYACÁ;15804;TIBANÁ;9051;14.59;1.78
15;BOYACÁ;15806;TIBASOSA;12940;7.00;1.58
15;BOYACÁ;15808;TINJACÁ;3266;11.89;2.73
15;BOYACÁ;15810;TIPACOQUE;3323;24.41;5.26
15;BOYACÁ;15814;TOCA;8767;9.89;2.15
15;BOYACÁ;15816;TOGÜÍ;4335;25.36;10.73
15;BOYACÁ;15820;TÓPAGA;3617;12.15;1.71
15;BOYACÁ;15822;TOTA;5179;16.71;0.35
15;BOYACÁ;15832;TUNUNGUÁ;1540;20.90;46.20
15;BOYACÁ;15835;TURMEQUÉ;6118;12.13;1.22
15;BOYACÁ;15837;TUTA;8266;11.73;2.73
15;BOYACÁ;15839;TUTAZÁ;2040;16.00;0.85
15;BOYACÁ;15842;UMBITA;7530;10.20;2.14
15;BOYACÁ;15861;VENTAQUEMADA;15706;6.71;3.19
15;BOYACÁ;15879;VIRACACHÁ;2837;13.25;2.02
15;BOYACÁ;15897;ZETAQUIRA;4629;19.41;17.13
17;CALDAS;17001;MANIZALES;434403;6.20;3.79
17;CALDAS;17013;AGUADAS;22823;11.01;2.86
17;CALDAS;17042;ANSERMA;36149;10.67;5.50
17;CALDAS;17050;ARANZAZU;10557;9.83;2.52
17;CALDAS;17088;BELALCÁZAR;10660;17.82;7.84
17;CALDAS;17174;CHINCHINÁ;51271;7.99;4.15
17;CALDAS;17272;FILADELFIA;11451;10.85;2.49
17;CALDAS;17380;LA DORADA;71905;12.60;9.14
17;CALDAS;17388;LA MERCED;6003;12.25;15.09
17;CALDAS;17433;MANZANARES;17928;17.14;18.15
17;CALDAS;17442;MARMATO;8888;14.66;4.98
17;CALDAS;17444;MARQUETALIA;13245;12.72;12.82
17;CALDAS;17446;MARULANDA;2607;7.88;40.48
17;CALDAS;17486;NEIRA;21024;11.78;7.57
17;CALDAS;17495;NORCASIA;6022;18.01;21.27
17;CALDAS;17513;PÁCORA;15325;13.26;1.97
17;CALDAS;17524;PALESTINA;15555;9.25;8.29
17;CALDAS;17541;PENSILVANIA;19908;10.70;43.53
17;CALDAS;17614;RIOSUCIO;50775;11.31;6.35
17;CALDAS;17616;RISARALDA;10815;11.46;7.73
17;CALDAS;17653;SALAMINA;19467;10.30;5.55
17;CALDAS;17662;SAMANÁ;20454;13.53;21.93
17;CALDAS;17665;SAN JOSÉ;4835;13.75;4.95
17;CALDAS;17777;SUPÍA;28642;11.18;2.10
17;CALDAS;17867;VICTORIA;10157;13.55;7.84
17;CALDAS;17873;VILLAMARÍA;64652;6.86;4.08
17;CALDAS;17877;VITERBO;12734;8.72;2.34
18;CAQUETÁ;18001;FLORENCIA;168346;14.51;14.84
18;CAQUETÁ;18029;ALBANIA;4675;20.17;33.42
18;CAQUETÁ;18094;BELÉN DE LOS ANDAQUIES;11021;28.49;34.71
18;CAQUETÁ;18150;CARTAGENA DEL CHAIRÁ;30399;38.15;61.23
18;CAQUETÁ;18205;CURILLO;7593;22.97;46.91
18;CAQUETÁ;18247;EL DONCELLO;19294;20.41;25.53
18;CAQUETÁ;18256;EL PAUJIL;18036;24.29;44.62
18;CAQUETÁ;18410;LA MONTAÑITA;14714;32.85;57.29
18;CAQUETÁ;18460;MILÁN;9723;47.11;58.58
18;CAQUETÁ;18479;MORELIA;3698;21.22;34.14
18;CAQUETÁ;18592;PUERTO RICO;26517;32.04;37.85
18;CAQUETÁ;18610;SAN JOSÉ DEL FRAGUA;12797;26.72;40.75
18;CAQUETÁ;18753;SAN VICENTE DEL CAGUÁN;50719;30.47;55.52
18;CAQUETÁ;18756;SOLANO;11214;44.72;69.12
18;CAQUETÁ;18785;SOLITA;6216;27.28;64.39
18;CAQUETÁ;18860;VALPARAÍSO;6887;27.65;52.29
19;CAUCA;19001;POPAYÁN;318059;9.10;12.99
19;CAUCA;19022;ALMAGUER;18449;33.70;8.12
19;CAUCA;19050;ARGELIA;26144;23.40;28.61
19;CAUCA;19075;BALBOA;21108;20.36;6.34
19;CAUCA;19100;BOLÍVAR;38048;27.49;3.10
19;CAUCA;19110;BUENOS AIRES;31436;15.18;18.99
19;CAUCA;19130;CAJIBÍO;42014;23.56;14.15
19;CAUCA;19137;CALDONO;39946;23.78;10.78
19;CAUCA;19142;CALOTO;30181;22.91;14.35
19;CAUCA;19212;CORINTO;25286;18.84;10.36
19;CAUCA;19256;EL TAMBO;53891;23.40;27.57
19;CAUCA;19290;FLORENCIA;5202;12.26;7.75
19;CAUCA;19300;GUACHENÉ ;19671;4.95;7.30
19;CAUCA;19318;GUAPI;27616;70.68;71.48
19;CAUCA;19355;INZÁ;28879;19.00;17.50
19;CAUCA;19364;JAMBALÓ;17841;15.58;17.29
19;CAUCA;19392;LA SIERRA;10749;23.03;12.13
19;CAUCA;19397;LA VEGA;24501;16.99;16.05
19;CAUCA;19418;LÓPEZ;18580;42.77;82.96
19;CAUCA;19450;MERCADERES;22688;25.50;8.10
19;CAUCA;19455;MIRANDA;31360;9.34;6.15
19;CAUCA;19473;MORALES;38838;27.08;22.66
